,id,family,genus,species,content,filename,image_height,image_width
2468,40159,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,40159.jpg,600,800
2470,40213,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,40213.jpg,533,800
2471,40221,Campanulaceae,Campanula,Campanula medium L.,Entire,40221.jpg,800,600
2472,40236,Rosaceae,Rosa,Rosa canina L.,Flower,40236.jpg,600,800
2473,40240,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower,40240.jpg,600,800
2474,40248,Geraniaceae,Geranium,Geranium nodosum L.,Flower,40248.jpg,600,800
2475,40251,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,40251.jpg,749,800
2478,40282,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,40282.jpg,800,533
2479,40355,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,40355.jpg,800,466
2480,4036,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,4036.jpg,533,800
2483,4039,Campanulaceae,Campanula,Campanula trachelium L.,Flower,4039.jpg,556,800
2484,40410,Campanulaceae,Campanula,Campanula glomerata L.,Entire,40410.jpg,600,800
2485,40415,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Entire,40415.jpg,800,492
2486,40417,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,40417.jpg,600,800
2488,4046,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,4046.jpg,800,600
2489,40468,Campanulaceae,Campanula,Campanula glomerata L.,Flower,40468.jpg,800,600
2493,4052,Geraniaceae,Geranium,Geranium pratense L.,Entire,4052.jpg,600,800
2495,40590,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Entire,40590.jpg,800,600
2496,40593,Iridaceae,Iris,Iris pseudacorus L.,Entire,40593.jpg,533,800
2497,40602,Campanulaceae,Campanula,Campanula medium L.,Flower,40602.jpg,800,600
2498,40669,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,40669.jpg,600,800
2500,40712,Geraniaceae,Geranium,Geranium molle L.,Flower,40712.jpg,600,800
2501,40718,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,40718.jpg,529,800
2503,40738,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,40738.jpg,521,800
2505,40742,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Entire,40742.jpg,600,800
2506,40757,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,40757.jpg,800,501
2509,40795,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,40795.jpg,600,800
2511,4083,Geraniaceae,Geranium,Geranium phaeum L.,Entire,4083.jpg,535,800
2515,40895,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,40895.jpg,600,800
2516,40905,Iridaceae,Iris,Iris pseudacorus L.,Entire,40905.jpg,600,800
2517,40906,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Entire,40906.jpg,800,600
2518,40951,Geraniaceae,Geranium,Geranium rotundifolium L.,Entire,40951.jpg,600,800
2519,40961,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,40961.jpg,533,800
2520,40964,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,40964.jpg,533,800
2521,40966,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,40966.jpg,600,800
2522,40971,Campanulaceae,Campanula,Campanula medium L.,Flower,40971.jpg,800,600
2523,41000,Campanulaceae,Campanula,Campanula glomerata L.,Flower,41000.jpg,600,800
2525,41006,Geraniaceae,Geranium,Geranium dissectum L.,Flower,41006.jpg,533,800
2526,41030,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,41030.jpg,800,535
2527,41031,Geraniaceae,Geranium,Geranium rotundifolium L.,Entire,41031.jpg,600,800
2530,4106,Campanulaceae,Campanula,Campanula glomerata L.,Entire,4106.jpg,800,600
2531,41065,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,41065.jpg,600,800
2534,41141,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Entire,41141.jpg,800,531
2537,41168,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Entire,41168.jpg,800,600
2538,4117,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,4117.jpg,600,800
2539,41176,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,41176.jpg,586,800
2540,41189,Geraniaceae,Geranium,Geranium phaeum L.,Flower,41189.jpg,536,800
2541,41221,Iridaceae,Iris,Iris lutescens Lam.,Flower,41221.jpg,800,564
2542,41222,Lamiaceae,Lavandula,Lavandula stoechas L.,Entire,41222.jpg,600,800
2544,41249,Campanulaceae,Campanula,Campanula rapunculus L.,Entire,41249.jpg,800,600
2545,41252,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,41252.jpg,800,600
2546,41296,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Entire,41296.jpg,600,800
2548,41309,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,41309.jpg,530,800
2549,41312,Geraniaceae,Geranium,Geranium robertianum L.,Entire,41312.jpg,600,800
2550,41316,Iridaceae,Iris,Iris pseudacorus L.,Entire,41316.jpg,800,533
2552,41383,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,41383.jpg,600,800
2553,41401,Geraniaceae,Geranium,Geranium pratense L.,Flower,41401.jpg,601,800
2555,41439,Iridaceae,Iris,Iris foetidissima L.,Flower,41439.jpg,535,800
2557,41482,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,41482.jpg,532,800
2558,41487,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,41487.jpg,800,725
2559,41505,Campanulaceae,Campanula,Campanula glomerata L.,Entire,41505.jpg,800,600
2562,41571,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,41571.jpg,800,600
2563,41582,Iridaceae,Iris,Iris lutescens Lam.,Entire,41582.jpg,800,600
2564,41595,Campanulaceae,Campanula,Campanula trachelium L.,Flower,41595.jpg,800,600
2566,41620,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,41620.jpg,800,800
2567,41641,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,41641.jpg,800,535
2568,41647,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,41647.jpg,600,800
2570,41678,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,41678.jpg,600,800
2575,41784,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,41784.jpg,800,600
2576,41788,Iridaceae,Iris,Iris lutescens Lam.,Flower,41788.jpg,600,800
2577,41793,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,41793.jpg,800,800
2579,41803,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,41803.jpg,600,800
2580,41826,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,41826.jpg,600,800
2581,41853,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,41853.jpg,600,800
2582,41929,Rosaceae,Rosa,Rosa pendulina L.,Flower,41929.jpg,600,800
2583,41951,Iridaceae,Iris,Iris pseudacorus L.,Flower,41951.jpg,533,800
2591,42055,Iridaceae,Iris,Iris lutescens Lam.,Flower,42055.jpg,800,600
2592,42059,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,42059.jpg,800,600
2593,42072,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Entire,42072.jpg,800,600
2595,42123,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,42123.jpg,800,530
2596,42145,Iridaceae,Iris,Iris lutescens Lam.,Entire,42145.jpg,600,800
2597,42159,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Entire,42159.jpg,738,800
2598,42163,Campanulaceae,Campanula,Campanula patula L.,Flower,42163.jpg,533,800
2601,42231,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,42231.jpg,800,585
2603,42252,Rosaceae,Crataegus,Crataegus azarolus L.,Entire,42252.jpg,800,600
2604,42293,Geraniaceae,Geranium,Geranium robertianum L.,Entire,42293.jpg,600,800
2605,42294,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,42294.jpg,600,800
2606,42303,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,42303.jpg,600,800
2607,42307,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,42307.jpg,600,800
2608,42310,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,42310.jpg,550,800
2609,42356,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,42356.jpg,532,800
2616,42468,Iridaceae,Iris,Iris pseudacorus L.,Entire,42468.jpg,532,800
2617,42492,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,42492.jpg,800,605
2618,42493,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,42493.jpg,800,600
2619,42510,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,42510.jpg,800,536
2621,42549,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,42549.jpg,800,602
2622,42566,Orchidaceae,Ophrys,Ophrys passionis Sennen,Entire,42566.jpg,800,516
2623,42567,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,42567.jpg,530,800
2625,4258,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,4258.jpg,800,600
2626,42582,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,42582.jpg,800,585
2627,42588,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,42588.jpg,600,800
2628,426,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,426.jpg,800,537
2629,4260,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,4260.jpg,800,535
2630,42608,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,42608.jpg,451,800
2631,42665,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,42665.jpg,556,800
2632,42683,Geraniaceae,Geranium,Geranium dissectum L.,Flower,42683.jpg,600,800
2634,4270,Iridaceae,Iris,Iris lutescens Lam.,Entire,4270.jpg,800,600
2636,4275,Orchidaceae,Ophrys,Ophrys insectifera L.,Entire,4275.jpg,800,533
2637,42752,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,42752.jpg,600,800
2638,42770,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,42770.jpg,800,600
2639,42790,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,42790.jpg,537,800
2641,42848,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,42848.jpg,600,800
2642,42854,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,42854.jpg,535,800
2644,42883,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,42883.jpg,800,600
2645,42892,Geraniaceae,Geranium,Geranium molle L.,Flower,42892.jpg,531,800
2646,42908,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,42908.jpg,625,800
2649,42937,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,42937.jpg,600,800
2650,42946,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,42946.jpg,530,800
2651,4295,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,4295.jpg,800,532
2652,42982,Rosaceae,Rosa,Rosa pendulina L.,Flower,42982.jpg,800,800
2653,42991,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,42991.jpg,800,600
2658,43039,Rosaceae,Rosa,Rosa canina L.,Flower,43039.jpg,751,800
2659,43067,Iridaceae,Iris,Iris pseudacorus L.,Flower,43067.jpg,600,800
2660,43142,Iridaceae,Iris,Iris pseudacorus L.,Entire,43142.jpg,600,800
2665,4329,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,4329.jpg,602,800
2666,43331,Campanulaceae,Campanula,Campanula trachelium L.,Flower,43331.jpg,600,800
2669,43378,Campanulaceae,Campanula,Campanula trachelium L.,Flower,43378.jpg,800,600
2671,43418,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,43418.jpg,763,800
2672,43454,Geraniaceae,Geranium,Geranium robertianum L.,Flower,43454.jpg,800,600
2673,43459,Geraniaceae,Geranium,Geranium molle L.,Entire,43459.jpg,599,800
2674,43465,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,43465.jpg,800,600
2676,43518,Campanulaceae,Campanula,Campanula trachelium L.,Entire,43518.jpg,800,600
2679,4359,Campanulaceae,Campanula,Campanula trachelium L.,Flower,4359.jpg,600,800
2680,43592,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower,43592.jpg,800,690
2681,43600,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,43600.jpg,800,549
2683,43656,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,43656.jpg,800,657
2685,43670,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,43670.jpg,600,800
2686,43675,Iridaceae,Iris,Iris pseudacorus L.,Flower,43675.jpg,601,800
2687,43682,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,43682.jpg,533,800
2688,4373,Rosaceae,Rosa,Rosa spinosissima L.,Entire,4373.jpg,600,800
2689,43736,Geraniaceae,Geranium,Geranium phaeum L.,Flower,43736.jpg,760,800
2690,43757,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,43757.jpg,800,600
2691,43769,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,43769.jpg,800,800
2692,43792,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Entire,43792.jpg,596,800
2693,43801,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,43801.jpg,600,800
2694,43804,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,43804.jpg,800,723
2695,4381,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,4381.jpg,600,800
2698,43855,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,43855.jpg,600,800
2700,43864,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,43864.jpg,600,800
2701,43872,Geraniaceae,Geranium,Geranium sylvaticum L.,Entire,43872.jpg,800,600
2702,43879,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,43879.jpg,600,800
2703,4389,Orchidaceae,Ophrys,Ophrys speculum Link,Entire,4389.jpg,800,579
2705,43903,Campanulaceae,Campanula,Campanula glomerata L.,Flower,43903.jpg,536,800
2706,43950,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,43950.jpg,530,800
2707,43962,Campanulaceae,Campanula,Campanula trachelium L.,Entire,43962.jpg,800,600
2708,43980,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,43980.jpg,800,533
2710,43987,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,43987.jpg,535,800
2711,43994,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,43994.jpg,800,599
2712,43999,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower,43999.jpg,800,592
2716,4407,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,4407.jpg,800,600
2718,4409,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,4409.jpg,800,600
2719,44137,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,44137.jpg,533,800
2720,44164,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,44164.jpg,800,630
2721,44166,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Entire,44166.jpg,800,600
2722,44213,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,44213.jpg,800,800
2723,44255,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,44255.jpg,532,800
2724,44264,Geraniaceae,Geranium,Geranium molle L.,Flower,44264.jpg,619,800
2725,44281,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,44281.jpg,530,800
2729,44349,Geraniaceae,Geranium,Geranium molle L.,Flower,44349.jpg,533,800
2730,44357,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,44357.jpg,479,800
2731,44362,Geraniaceae,Geranium,Geranium molle L.,Flower,44362.jpg,800,600
2733,44415,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,44415.jpg,800,533
2734,44438,Rosaceae,Rosa,Rosa pendulina L.,Flower,44438.jpg,800,800
2735,44439,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,44439.jpg,719,800
2736,44457,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,44457.jpg,800,533
2737,44479,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower,44479.jpg,533,800
2738,44486,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,44486.jpg,600,800
2741,44523,Oleaceae,Jasminum,Jasminum fruticans L.,Entire,44523.jpg,530,800
2742,44529,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Entire,44529.jpg,600,800
2744,44597,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,44597.jpg,451,800
2745,44617,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,44617.jpg,600,800
2746,4462,Geraniaceae,Geranium,Geranium robertianum L.,Entire,4462.jpg,600,800
2747,44621,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,44621.jpg,800,600
2748,44627,Iridaceae,Iris,Iris lutescens Lam.,Flower,44627.jpg,600,800
2751,44659,Campanulaceae,Campanula,Campanula trachelium L.,Flower,44659.jpg,800,800
2752,44667,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower,44667.jpg,600,800
2755,44684,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,44684.jpg,800,767
2757,44731,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,44731.jpg,600,800
2759,44781,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Entire,44781.jpg,800,600
2760,44805,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,44805.jpg,800,531
2764,44970,Campanulaceae,Campanula,Campanula glomerata L.,Flower,44970.jpg,600,800
2765,44985,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,44985.jpg,533,800
2768,45054,Geraniaceae,Geranium,Geranium robertianum L.,Flower,45054.jpg,600,800
2769,45064,Rosaceae,Rosa,Rosa pendulina L.,Flower,45064.jpg,600,800
2770,4507,Geraniaceae,Geranium,Geranium phaeum L.,Flower,4507.jpg,600,800
2771,45082,Iridaceae,Iris,Iris pseudacorus L.,Flower,45082.jpg,528,800
2772,45087,Iridaceae,Iris,Iris lutescens Lam.,Flower,45087.jpg,800,631
2773,45099,Iridaceae,Iris,Iris lutescens Lam.,Entire,45099.jpg,600,800
2775,45126,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,45126.jpg,600,800
2776,45159,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,45159.jpg,800,600
2777,45168,Iridaceae,Iris,Iris pseudacorus L.,Entire,45168.jpg,800,600
2779,45191,Geraniaceae,Geranium,Geranium sylvaticum L.,Entire,45191.jpg,800,600
2781,45219,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,45219.jpg,535,800
2783,45274,Rosaceae,Rosa,Rosa spinosissima L.,Flower,45274.jpg,598,800
2786,45362,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,45362.jpg,531,800
2787,45371,Geraniaceae,Geranium,Geranium sanguineum L.,Entire,45371.jpg,469,800
2788,45396,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,45396.jpg,800,533
2789,45407,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,45407.jpg,800,600
2790,45411,Orchidaceae,Ophrys,Ophrys speculum Link,Entire,45411.jpg,800,600
2792,45457,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,45457.jpg,532,800
2793,45463,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,45463.jpg,800,600
2794,45489,Iridaceae,Iris,Iris lutescens Lam.,Entire,45489.jpg,800,531
2796,45523,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,45523.jpg,600,800
2799,4561,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,4561.jpg,600,800
2801,45612,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,45612.jpg,800,600
2803,45622,Rosaceae,Crataegus,Crataegus azarolus L.,Flower,45622.jpg,633,800
2804,45640,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,45640.jpg,800,531
2805,45674,Iridaceae,Iris,Iris pseudacorus L.,Flower,45674.jpg,800,600
2807,45696,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,45696.jpg,600,800
2808,45735,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,45735.jpg,600,800
2810,45770,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,45770.jpg,533,800
2811,45787,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,45787.jpg,530,800
2812,45821,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,45821.jpg,600,800
2813,45822,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,45822.jpg,533,800
2814,45823,Geraniaceae,Geranium,Geranium molle L.,Entire,45823.jpg,711,800
2815,45838,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,45838.jpg,800,600
2816,4585,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,4585.jpg,600,800
2817,45855,Campanulaceae,Campanula,Campanula glomerata L.,Flower,45855.jpg,520,800
2818,45859,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,45859.jpg,600,800
2819,45888,Iridaceae,Iris,Iris lutescens Lam.,Flower,45888.jpg,751,800
2823,4592,Geraniaceae,Geranium,Geranium pratense L.,Flower,4592.jpg,749,800
2824,45943,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Entire,45943.jpg,800,532
2829,46025,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,46025.jpg,652,800
2830,46046,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,46046.jpg,600,800
2832,46067,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,46067.jpg,600,800
2833,46071,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,46071.jpg,600,800
2834,46103,Orchidaceae,Ophrys,Ophrys insectifera L.,Entire,46103.jpg,800,533
2835,46110,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,46110.jpg,600,800
2836,46116,Iridaceae,Iris,Iris pseudacorus L.,Flower,46116.jpg,550,800
2838,46132,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,46132.jpg,796,800
2839,46135,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,46135.jpg,800,600
2840,46146,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,46146.jpg,600,800
2843,46173,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,46173.jpg,535,800
2846,46271,Geraniaceae,Geranium,Geranium robertianum L.,Entire,46271.jpg,800,600
2847,46273,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,46273.jpg,601,800
2849,46291,Geraniaceae,Geranium,Geranium lucidum L.,Entire,46291.jpg,538,800
2851,46312,Iridaceae,Iris,Iris lutescens Lam.,Entire,46312.jpg,600,800
2853,46358,Geraniaceae,Geranium,Geranium molle L.,Flower,46358.jpg,533,800
2854,46359,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,46359.jpg,686,800
2856,46407,Lamiaceae,Lavandula,Lavandula stoechas L.,Flower,46407.jpg,800,800
2857,46414,Iridaceae,Iris,Iris pseudacorus L.,Flower,46414.jpg,530,800
2858,46421,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,46421.jpg,800,532
2861,46542,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.,Flower,46542.jpg,535,800
2862,46587,Iridaceae,Iris,Iris foetidissima L.,Flower,46587.jpg,598,800
2864,46607,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,46607.jpg,800,536
2865,46608,Iridaceae,Iris,Iris lutescens Lam.,Flower,46608.jpg,600,800
2866,46610,Rosaceae,Crataegus,Crataegus azarolus L.,Flower,46610.jpg,800,600
2868,46617,Geraniaceae,Geranium,Geranium robertianum L.,Entire,46617.jpg,600,800
2869,46639,Campanulaceae,Campanula,Campanula medium L.,Flower,46639.jpg,600,800
2871,46671,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,46671.jpg,800,432
2872,46675,Iridaceae,Iris,Iris pseudacorus L.,Flower,46675.jpg,570,800
2873,46697,Iridaceae,Iris,Iris lutescens Lam.,Flower,46697.jpg,600,800
2876,46717,Iridaceae,Iris,Iris lutescens Lam.,Entire,46717.jpg,800,600
2877,46773,Rosaceae,Rosa,Rosa pendulina L.,Flower,46773.jpg,532,800
2878,46776,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,46776.jpg,799,800
2879,46797,Rosaceae,Rosa,Rosa canina L.,Entire,46797.jpg,533,800
2880,46848,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,46848.jpg,536,800
2881,46858,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,46858.jpg,535,800
2885,46948,Campanulaceae,Campanula,Campanula medium L.,Flower,46948.jpg,800,535
2886,46989,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,46989.jpg,600,800
2888,47056,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,47056.jpg,600,800
2889,47057,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,47057.jpg,800,501
2890,47059,Rosaceae,Rosa,Rosa pendulina L.,Flower,47059.jpg,600,800
2891,47087,Iridaceae,Iris,Iris lutescens Lam.,Entire,47087.jpg,600,800
2893,47093,Geraniaceae,Geranium,Geranium nodosum L.,Flower,47093.jpg,587,800
2896,47138,Iridaceae,Iris,Iris lutescens Lam.,Flower,47138.jpg,695,800
2898,47167,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,47167.jpg,533,800
2900,47234,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,47234.jpg,800,783
2901,47280,Geraniaceae,Geranium,Geranium pratense L.,Flower,47280.jpg,600,800
2906,47344,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,47344.jpg,600,800
2909,47366,Geraniaceae,Geranium,Geranium rotundifolium L.,Flower,47366.jpg,601,800
2910,47452,Geraniaceae,Geranium,Geranium columbinum L.,Flower,47452.jpg,600,800
2912,47489,Campanulaceae,Campanula,Campanula medium L.,Flower,47489.jpg,800,700
2913,47503,Rosaceae,Rosa,Rosa canina L.,Flower,47503.jpg,800,800
2914,47513,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,47513.jpg,800,450
2915,47524,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Entire,47524.jpg,800,547
2916,4753,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Entire,4753.jpg,800,608
2917,47530,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,47530.jpg,800,800
2918,47544,Campanulaceae,Campanula,Campanula patula L.,Flower,47544.jpg,800,800
2919,47553,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,47553.jpg,800,800
2923,47611,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,47611.jpg,600,800
