,id,family,genus,species,content
2063,47390,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2064,47427,Malvaceae,Malva,Malva setigera Spenn.,Flower
2065,47452,Geraniaceae,Geranium,Geranium columbinum L.,Flower
2066,47455,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
2067,47457,Fabaceae,Trifolium,Trifolium stellatum L.,Flower
2068,47489,Campanulaceae,Campanula,Campanula medium L.,Flower
2069,47503,Rosaceae,Rosa,Rosa canina L.,Flower
2070,47523,Gentianaceae,Gentiana,Gentiana burseri Lapeyr.,Flower
2071,47530,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
2072,47544,Campanulaceae,Campanula,Campanula patula L.,Flower
2073,47553,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
2074,47615,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2075,47619,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2076,47630,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2077,47678,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
2078,47685,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
2079,47692,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2080,47708,Iridaceae,Iris,Iris foetidissima L.,Flower
2081,47783,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2082,47797,Fabaceae,Trifolium,Trifolium stellatum L.,Flower
2083,47821,Malvaceae,Malva,Malva moschata L.,Flower
2084,47877,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2085,47896,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2086,47905,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2087,48000,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
2088,48021,Campanulaceae,Campanula,Campanula glomerata L.,Flower
2089,48028,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
2090,4803,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2091,48035,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2092,48056,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2093,48161,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
2094,48184,Rosaceae,Rosa,Rosa canina L.,Flower
2095,4821,Fabaceae,Trifolium,Trifolium stellatum L.,Flower
2096,48248,Violaceae,Viola,Viola calcarata L.,Flower
2097,48255,Geraniaceae,Geranium,Geranium molle L.,Flower
2098,48268,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2099,48393,Rosaceae,Rosa,Rosa spinosissima L.,Flower
2100,48423,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2101,48427,Gentianaceae,Gentiana,Gentiana burseri Lapeyr.,Flower
2102,48485,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2103,48533,Geraniaceae,Geranium,Geranium nodosum L.,Flower
2104,48560,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
2105,48566,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2106,48572,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
2107,48580,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower
2108,4859,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
2109,48597,Gentianaceae,Gentiana,Gentiana lutea L.,Flower
2110,4862,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
2111,48632,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
2112,48652,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2113,48662,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2114,48685,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2115,48699,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2116,48708,Asteraceae,Cirsium,Cirsium arvense (L.) Scop.,Flower
2117,48719,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2118,48766,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2119,48795,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower
2120,48836,Fabaceae,Trifolium,Trifolium subterraneum L.,Flower
2121,48855,Plantaginaceae,Veronica,Veronica serpyllifolia L.,Flower
2122,48879,Lamiaceae,Ajuga,Ajuga genevensis L.,Flower
2123,48923,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2124,48930,Iridaceae,Iris,Iris pseudacorus L.,Flower
2125,48968,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower
2126,48977,Malvaceae,Malva,Malva sylvestris L.,Flower
2127,48982,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2128,49050,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
2129,4906,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
2130,49103,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2131,4911,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
2132,49140,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2133,4919,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
2134,49199,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2135,49228,Plantaginaceae,Veronica,Veronica officinalis L.,Flower
2136,49239,Fabaceae,Trifolium,Trifolium repens L.,Flower
2137,49243,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2138,49269,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower
2139,49278,Plantaginaceae,Veronica,Veronica anagallis-aquatica L.,Flower
2140,49280,Campanulaceae,Campanula,Campanula glomerata L.,Flower
2141,49299,Campanulaceae,Campanula,Campanula glomerata L.,Flower
2142,4932,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2143,49332,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
2144,49382,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2145,49425,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2146,49504,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2147,49510,Iridaceae,Iris,Iris lutescens Lam.,Flower
2148,49520,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
2149,49521,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2150,49548,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2151,49558,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2152,49562,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower
2153,49592,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
2154,49613,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
2155,49631,Fabaceae,Trifolium,Trifolium cherleri L.,Flower
2156,49648,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
2157,49692,Rosaceae,Rosa,Rosa pendulina L.,Flower
2158,49694,Fabaceae,Trifolium,Trifolium repens L.,Flower
2159,49716,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2160,49718,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2161,49737,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
2162,49755,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2163,4979,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
2164,49819,Iridaceae,Iris,Iris lutescens Lam.,Flower
2165,49822,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2166,49878,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
2167,49884,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
2168,499,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2169,49908,Fabaceae,Trifolium,Trifolium alpinum L.,Flower
2170,49917,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
2171,50040,Geraniaceae,Geranium,Geranium molle L.,Flower
2172,5005,Gentianaceae,Gentiana,Gentiana pyrenaica L.,Flower
2173,50069,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2174,50105,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2175,50112,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2176,50132,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2177,50152,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
2178,50154,Malvaceae,Malva,Malva moschata L.,Flower
2179,50178,Rosaceae,Rosa,Rosa canina L.,Flower
2180,50211,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
2181,50242,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower
2182,50250,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
2183,50257,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2184,50311,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2185,50329,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower
2186,50342,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2187,50356,Rosaceae,Rosa,Rosa agrestis Savi,Flower
2188,5036,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
2189,5038,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2190,50410,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2191,50435,Geraniaceae,Geranium,Geranium pusillum L.,Flower
2192,50448,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
2193,50472,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower
2194,50475,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2195,5050,Lamiaceae,Ajuga,Ajuga iva (L.) Schreb.,Flower
2196,50509,Asteraceae,Cirsium,Cirsium acaulon (L.) Scop.,Flower
2197,50524,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2198,5055,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2199,50603,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower
2200,50611,Geraniaceae,Geranium,Geranium molle L.,Flower
2201,50654,Geraniaceae,Geranium,Geranium pusillum L.,Flower
2202,50656,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
2203,50671,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2204,50690,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2205,507,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2206,50768,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower
2207,50770,Iridaceae,Iris,Iris lutescens Lam.,Flower
2208,50794,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2209,50841,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2210,5090,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
2211,50929,Geraniaceae,Geranium,Geranium sanguineum L.,Flower
2212,50955,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
2213,5096,Iridaceae,Iris,Iris lutescens Lam.,Flower
2214,50999,Geraniaceae,Geranium,Geranium molle L.,Flower
2215,51041,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2216,51055,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
2217,51058,Geraniaceae,Geranium,Geranium columbinum L.,Flower
2218,51060,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2219,51091,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
2220,51101,Violaceae,Viola,Viola biflora L.,Flower
2221,51102,Malvaceae,Malva,Malva moschata L.,Flower
2222,51104,Geraniaceae,Geranium,Geranium molle L.,Flower
2223,51156,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2224,512,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower
2225,51209,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower
2226,51254,Iridaceae,Iris,Iris lutescens Lam.,Flower
2227,51279,Violaceae,Viola,Viola cornuta L.,Flower
2228,51284,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2229,51331,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Flower
2230,51356,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
2231,51411,Malvaceae,Malva,Malva sylvestris L.,Flower
2232,51425,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2233,51435,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2234,51461,Violaceae,Viola,Viola riviniana Rchb.,Flower
2235,51467,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2236,51474,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2237,51475,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2238,5149,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2239,51517,Amaryllidaceae,Allium,Allium ursinum L.,Flower
2240,51563,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower
2241,51597,Malvaceae,Malva,Malva sylvestris L.,Flower
2242,51607,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2243,51625,Geraniaceae,Geranium,Geranium nodosum L.,Flower
2244,51716,Violaceae,Viola,Viola alba Besser,Flower
2245,51741,Malvaceae,Malva,Malva moschata L.,Flower
2246,51744,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2247,51746,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
2248,51776,Amaryllidaceae,Allium,Allium sphaerocephalon L.,Flower
2249,51785,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
2250,51800,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2251,51816,Geraniaceae,Geranium,Geranium molle L.,Flower
2252,51821,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2253,51854,Fabaceae,Trifolium,Trifolium alpinum L.,Flower
2254,51869,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
2255,51898,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2256,51907,Geraniaceae,Geranium,Geranium dissectum L.,Flower
2257,5191,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2258,51941,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2259,51985,Amaryllidaceae,Narcissus,Narcissus tazetta L.,Flower
2260,51988,Malvaceae,Malva,Malva moschata L.,Flower
2261,520,Malvaceae,Malva,Malva moschata L.,Flower
2262,52027,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2263,52053,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2264,52086,Violaceae,Viola,Viola calcarata L.,Flower
2265,52113,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2266,52150,Malvaceae,Malva,Malva setigera Spenn.,Flower
2267,52152,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
2268,52169,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2269,52172,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2270,52175,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower
2271,5218,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2272,52185,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2273,52206,Malvaceae,Malva,Malva sylvestris L.,Flower
2274,52210,Geraniaceae,Geranium,Geranium molle L.,Flower
2275,52218,Violaceae,Viola,Viola riviniana Rchb.,Flower
2276,52254,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2277,52306,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
2278,52330,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2279,5235,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2280,52387,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2281,52413,Geraniaceae,Geranium,Geranium pusillum L.,Flower
2282,52423,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower
2283,52447,Malvaceae,Malva,Malva sylvestris L.,Flower
2284,5245,Amaryllidaceae,Allium,Allium narcissiflorum Vill.,Flower
2285,52475,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower
2286,52539,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2287,52555,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2288,52561,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2289,52591,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
2290,52614,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2291,52634,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2292,52678,Malvaceae,Malva,Malva sylvestris L.,Flower
2293,52712,Campanulaceae,Campanula,Campanula rapunculus L.,Flower
2294,52714,Gentianaceae,Gentiana,Gentiana acaulis L.,Flower
2295,52718,Geraniaceae,Geranium,Geranium molle L.,Flower
2296,52750,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2297,52779,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
2298,52797,Fabaceae,Trifolium,Trifolium repens L.,Flower
2299,52800,Gentianaceae,Gentiana,Gentiana purpurea L.,Flower
2300,52804,Iridaceae,Iris,Iris lutescens Lam.,Flower
2301,52861,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
2302,52878,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
2303,52925,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
2304,5298,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
2305,5300,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
2306,53007,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2307,53018,Rosaceae,Rosa,Rosa canina L.,Flower
2308,53051,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
2309,53087,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
2310,53088,Rosaceae,Rosa,Rosa spinosissima L.,Flower
2311,53095,Malvaceae,Malva,Malva moschata L.,Flower
2312,5311,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2313,53112,Gentianaceae,Gentiana,Gentiana verna L.,Flower
2314,53115,Gentianaceae,Gentiana,Gentiana cruciata L.,Flower
2315,53159,Iridaceae,Iris,Iris lutescens Lam.,Flower
2316,53196,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2317,53215,Amaryllidaceae,Allium,Allium nigrum L.,Flower
2318,53235,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2319,53289,Malvaceae,Malva,Malva sylvestris L.,Flower
2320,53305,Amaryllidaceae,Allium,Allium triquetrum L.,Flower
2321,53309,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower
2322,53319,Geraniaceae,Geranium,Geranium molle L.,Flower
2323,53325,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
2324,53381,Iridaceae,Iris,Iris lutescens Lam.,Flower
2325,53397,Geraniaceae,Geranium,Geranium pusillum L.,Flower
2326,53398,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
2327,53421,Amaryllidaceae,Allium,Allium ursinum L.,Flower
2328,53427,Plantaginaceae,Veronica,Veronica chamaedrys L.,Flower
2329,53484,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2330,53487,Violaceae,Viola,Viola biflora L.,Flower
2331,53529,Violaceae,Viola,Viola tricolor L.,Flower
2332,5353,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
2333,53565,Asteraceae,Cirsium,Cirsium arvense (L.) Scop.,Flower
2334,53601,Geraniaceae,Geranium,Geranium molle L.,Flower
2335,53606,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2336,53613,Rosaceae,Rosa,Rosa canina L.,Flower
2337,53655,Plantaginaceae,Veronica,Veronica serpyllifolia L.,Flower
2338,53702,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower
2339,53709,Malvaceae,Malva,Malva sylvestris L.,Flower
2340,53712,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2341,53805,Lamiaceae,Ajuga,Ajuga genevensis L.,Flower
2342,53815,Malvaceae,Malva,Malva sylvestris L.,Flower
2343,53817,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
2344,53825,Rosaceae,Rosa,Rosa canina L.,Flower
2345,53832,Plantaginaceae,Veronica,Veronica officinalis L.,Flower
2346,53835,Violaceae,Viola,Viola riviniana Rchb.,Flower
2347,53844,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2348,5386,Rosaceae,Rosa,Rosa canina L.,Flower
2349,53860,Gentianaceae,Gentiana,Gentiana pyrenaica L.,Flower
2350,53872,Campanulaceae,Campanula,Campanula patula L.,Flower
2351,53920,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2352,53932,Fabaceae,Trifolium,Trifolium incarnatum L.,Flower
2353,53941,Amaryllidaceae,Allium,Allium nigrum L.,Flower
2354,53959,Malvaceae,Malva,Malva sylvestris L.,Flower
2355,53991,Rosaceae,Crataegus,Crataegus azarolus L.,Flower
2356,53999,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
2357,5402,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower
2358,54041,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower
2359,54060,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2360,54092,Rosaceae,Rosa,Rosa agrestis Savi,Flower
2361,54107,Violaceae,Viola,Viola lutea Huds.,Flower
2362,54110,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2363,54151,Campanulaceae,Campanula,Campanula patula L.,Flower
2364,54153,Lamiaceae,Ajuga,Ajuga genevensis L.,Flower
2365,54158,Fabaceae,Trifolium,Trifolium pratense L.,Flower
2366,54182,Asteraceae,Cirsium,Cirsium eriophorum (L.) Scop.,Flower
2367,54216,Campanulaceae,Campanula,Campanula patula L.,Flower
2368,5427,Campanulaceae,Campanula,Campanula latifolia L.,Flower
2369,54280,Malvaceae,Malva,Malva sylvestris L.,Flower
2370,54292,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2371,54298,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
2372,54302,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2373,54309,Gentianaceae,Gentiana,Gentiana lutea L.,Flower
2374,54329,Rosaceae,Rosa,Rosa spinosissima L.,Flower
2375,54341,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower
2376,54355,Rosaceae,Rosa,Rosa canina L.,Flower
2377,54359,Violaceae,Viola,Viola biflora L.,Flower
2378,5438,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
2379,54482,Malvaceae,Malva,Malva sylvestris L.,Flower
2380,54495,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2381,54504,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower
2382,54559,Amaryllidaceae,Allium,Allium schoenoprasum L.,Flower
2383,54652,Fabaceae,Trifolium,Trifolium repens L.,Flower
2384,54701,Geraniaceae,Geranium,Geranium columbinum L.,Flower
2385,54703,Malvaceae,Malva,Malva sylvestris L.,Flower
2386,54718,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2387,54723,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower
2388,54736,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower
2389,54753,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
2390,54761,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower
2391,54809,Amaryllidaceae,Allium,Allium narcissiflorum Vill.,Flower
2392,54841,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
2393,54854,Rosaceae,Rosa,Rosa canina L.,Flower
2394,54873,Geraniaceae,Geranium,Geranium molle L.,Flower
2395,54921,Violaceae,Viola,Viola biflora L.,Flower
2396,54958,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower
2397,5498,Violaceae,Viola,Viola tricolor L.,Flower
2398,54982,Iridaceae,Iris,Iris lutescens Lam.,Flower
2399,54993,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2400,55039,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
2401,55048,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower
2402,55057,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2403,55110,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2404,55221,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2405,55244,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2406,55248,Geraniaceae,Geranium,Geranium nodosum L.,Flower
2407,55256,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower
2408,55315,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower
2409,55331,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower
2410,55339,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Flower
2411,55373,Plantaginaceae,Veronica,Veronica cymbalaria Bodard,Flower
2412,55413,Iridaceae,Iris,Iris pseudacorus L.,Flower
2413,55433,Malvaceae,Malva,Malva arborea (L.) Webb & Berthel.,Flower
2414,5551,Geraniaceae,Geranium,Geranium phaeum L.,Flower
2415,55522,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2416,55551,Lamiaceae,Ajuga,Ajuga reptans L.,Flower
2417,55590,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2418,55594,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower
2419,55598,Violaceae,Viola,Viola cornuta L.,Flower
2420,55606,Fabaceae,Trifolium,Trifolium incarnatum L.,Flower
2421,55616,Asteraceae,Cirsium,Cirsium palustre (L.) Scop.,Flower
2422,55636,Iridaceae,Iris,Iris lutescens Lam.,Flower
2423,55682,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2424,55726,Campanulaceae,Campanula,Campanula trachelium L.,Flower
2425,55787,Gentianaceae,Gentiana,Gentiana acaulis L.,Flower
2426,55809,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2427,55816,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower
2428,55910,Lamiaceae,Ajuga,Ajuga iva (L.) Schreb.,Flower
2429,55938,Plantaginaceae,Veronica,Veronica persica Poir.,Flower
2430,55945,Campanulaceae,Campanula,Campanula glomerata L.,Flower
2431,55946,Campanulaceae,Campanula,Campanula persicifolia L.,Flower
2432,55948,Amaryllidaceae,Allium,Allium polyanthum Schult. & Schult.f.,Flower
2433,55966,Violaceae,Viola,Viola tricolor L.,Flower
2434,55986,Campanulaceae,Campanula,Campanula latifolia L.,Flower
2435,56018,Geraniaceae,Geranium,Geranium robertianum L.,Flower
2436,56027,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower
2437,56106,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower
2438,56143,Geraniaceae,Geranium,Geranium nodosum L.,Flower
2439,5618,Asteraceae,Cirsium,Cirsium acaulon (L.) Scop.,Flower
2440,56202,Gentianaceae,Gentiana,Gentiana nivalis L.,Flower
2441,56293,Malvaceae,Malva,Malva sylvestris L.,Flower
2442,56294,Geraniaceae,Geranium,Geranium pratense L.,Flower
2443,56295,Violaceae,Viola,Viola calcarata L.,Flower
2444,56333,Rosaceae,Rosa,Rosa pendulina L.,Flower
2445,56335,Iridaceae,Iris,Iris lutescens Lam.,Flower
2446,56345,Gentianaceae,Gentiana,Gentiana pneumonanthe L.,Flower
2447,56378,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Flower
2448,56448,Gentianaceae,Gentiana,Gentiana verna L.,Flower
