,id,family,genus,species
2740,4452,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2741,44523,Oleaceae,Jasminum,Jasminum fruticans L.
2742,44529,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2743,44539,Geraniaceae,Geranium,Geranium rotundifolium L.
2744,44597,Orchidaceae,Ophrys,Ophrys apifera Huds.
2745,44617,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2746,4462,Geraniaceae,Geranium,Geranium robertianum L.
2747,44621,Orchidaceae,Ophrys,Ophrys apifera Huds.
2748,44627,Iridaceae,Iris,Iris lutescens Lam.
2749,44635,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2750,44651,Oleaceae,Jasminum,Jasminum fruticans L.
2751,44659,Campanulaceae,Campanula,Campanula trachelium L.
2752,44667,Amaryllidaceae,Narcissus,Narcissus tazetta L.
2753,44671,Geraniaceae,Geranium,Geranium rotundifolium L.
2754,44679,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2755,44684,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2756,44710,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2757,44731,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
2758,44773,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2759,44781,Scrophulariaceae,Verbascum,Verbascum blattaria L.
2760,44805,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2761,44890,Rosaceae,Crataegus,Crataegus azarolus L.
2762,44891,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2763,44923,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2764,44970,Campanulaceae,Campanula,Campanula glomerata L.
2765,44985,Geraniaceae,Geranium,Geranium sanguineum L.
2766,4502,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2767,45038,Rosaceae,Crataegus,Crataegus azarolus L.
2768,45054,Geraniaceae,Geranium,Geranium robertianum L.
2769,45064,Rosaceae,Rosa,Rosa pendulina L.
2770,4507,Geraniaceae,Geranium,Geranium phaeum L.
2771,45082,Iridaceae,Iris,Iris pseudacorus L.
2772,45087,Iridaceae,Iris,Iris lutescens Lam.
2773,45099,Iridaceae,Iris,Iris lutescens Lam.
2774,4510,Scrophulariaceae,Verbascum,Verbascum blattaria L.
2775,45126,Campanulaceae,Campanula,Campanula rotundifolia L.
2776,45159,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2777,45168,Iridaceae,Iris,Iris pseudacorus L.
2778,45169,Campanulaceae,Campanula,Campanula glomerata L.
2779,45191,Geraniaceae,Geranium,Geranium sylvaticum L.
2780,45195,Geraniaceae,Geranium,Geranium dissectum L.
2781,45219,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2782,45220,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2783,45274,Rosaceae,Rosa,Rosa spinosissima L.
2784,4533,Oleaceae,Jasminum,Jasminum fruticans L.
2785,4534,Campanulaceae,Campanula,Campanula rhomboidalis L.
2786,45362,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2787,45371,Geraniaceae,Geranium,Geranium sanguineum L.
2788,45396,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2789,45407,Orchidaceae,Ophrys,Ophrys virescens Philippe
2790,45411,Orchidaceae,Ophrys,Ophrys speculum Link
2791,45424,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2792,45457,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2793,45463,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
2794,45489,Iridaceae,Iris,Iris lutescens Lam.
2795,45522,Oleaceae,Jasminum,Jasminum fruticans L.
2796,45523,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2797,45556,Geraniaceae,Geranium,Geranium sanguineum L.
2798,45604,Campanulaceae,Campanula,Campanula rapunculus L.
2799,4561,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
2800,45610,Geraniaceae,Geranium,Geranium rotundifolium L.
2801,45612,Campanulaceae,Campanula,Campanula persicifolia L.
2802,45617,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
2803,45622,Rosaceae,Crataegus,Crataegus azarolus L.
2804,45640,Geraniaceae,Geranium,Geranium sylvaticum L.
2805,45674,Iridaceae,Iris,Iris pseudacorus L.
2806,45680,Geraniaceae,Geranium,Geranium rotundifolium L.
2807,45696,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2808,45735,Orchidaceae,Ophrys,Ophrys lutea Cav.
2809,45757,Geraniaceae,Geranium,Geranium rotundifolium L.
2810,45770,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2811,45787,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2812,45821,Orchidaceae,Ophrys,Ophrys passionis Sennen
2813,45822,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2814,45823,Geraniaceae,Geranium,Geranium molle L.
2815,45838,Orchidaceae,Ophrys,Ophrys passionis Sennen
2816,4585,Orchidaceae,Ophrys,Ophrys virescens Philippe
2817,45855,Campanulaceae,Campanula,Campanula glomerata L.
2818,45859,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2819,45888,Iridaceae,Iris,Iris lutescens Lam.
2820,45891,Geraniaceae,Geranium,Geranium dissectum L.
2821,45894,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
2822,45908,Geraniaceae,Geranium,Geranium rotundifolium L.
2823,4592,Geraniaceae,Geranium,Geranium pratense L.
2824,45943,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
2825,45944,Liliaceae,Tulipa,Tulipa sylvestris L.
2826,45978,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2827,45984,Geraniaceae,Geranium,Geranium nodosum L.
2828,46023,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2829,46025,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
2830,46046,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2831,46064,Geraniaceae,Geranium,Geranium dissectum L.
2832,46067,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2833,46071,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
2834,46103,Orchidaceae,Ophrys,Ophrys insectifera L.
2835,46110,Campanulaceae,Campanula,Campanula persicifolia L.
2836,46116,Iridaceae,Iris,Iris pseudacorus L.
2837,4612,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2838,46132,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2839,46135,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2840,46146,Orchidaceae,Ophrys,Ophrys apifera Huds.
2841,46155,Rosaceae,Rosa,Rosa agrestis Savi
2842,4617,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2843,46173,Campanulaceae,Campanula,Campanula rotundifolia L.
2844,46174,Scrophulariaceae,Verbascum,Verbascum blattaria L.
2845,4621,Geraniaceae,Geranium,Geranium sylvaticum L.
2846,46271,Geraniaceae,Geranium,Geranium robertianum L.
2847,46273,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2848,46281,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2849,46291,Geraniaceae,Geranium,Geranium lucidum L.
2850,46310,Scrophulariaceae,Verbascum,Verbascum blattaria L.
2851,46312,Iridaceae,Iris,Iris lutescens Lam.
2852,46355,Rosaceae,Rosa,Rosa pendulina L.
2853,46358,Geraniaceae,Geranium,Geranium molle L.
2854,46359,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2855,46364,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2856,46407,Lamiaceae,Lavandula,Lavandula stoechas L.
2857,46414,Iridaceae,Iris,Iris pseudacorus L.
2858,46421,Orchidaceae,Ophrys,Ophrys insectifera L.
2859,46492,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2860,46511,Geraniaceae,Geranium,Geranium sylvaticum L.
2861,46542,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
2862,46587,Iridaceae,Iris,Iris foetidissima L.
2863,466,Campanulaceae,Campanula,Campanula trachelium L.
2864,46607,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
2865,46608,Iridaceae,Iris,Iris lutescens Lam.
2866,46610,Rosaceae,Crataegus,Crataegus azarolus L.
2867,46612,Campanulaceae,Campanula,Campanula rhomboidalis L.
2868,46617,Geraniaceae,Geranium,Geranium robertianum L.
2869,46639,Campanulaceae,Campanula,Campanula medium L.
2870,46652,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2871,46671,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2872,46675,Iridaceae,Iris,Iris pseudacorus L.
2873,46697,Iridaceae,Iris,Iris lutescens Lam.
2874,46704,Oleaceae,Jasminum,Jasminum fruticans L.
2875,46710,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2876,46717,Iridaceae,Iris,Iris lutescens Lam.
2877,46773,Rosaceae,Rosa,Rosa pendulina L.
2878,46776,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2879,46797,Rosaceae,Rosa,Rosa canina L.
2880,46848,Amaryllidaceae,Galanthus,Galanthus nivalis L.
2881,46858,Geraniaceae,Geranium,Geranium sylvaticum L.
2882,46916,Geraniaceae,Geranium,Geranium lucidum L.
2883,4692,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2884,46924,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2885,46948,Campanulaceae,Campanula,Campanula medium L.
2886,46989,Liliaceae,Tulipa,Tulipa sylvestris L.
2887,47,Rosaceae,Rosa,Rosa canina L.
2888,47056,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2889,47057,Orchidaceae,Ophrys,Ophrys apifera Huds.
2890,47059,Rosaceae,Rosa,Rosa pendulina L.
2891,47087,Iridaceae,Iris,Iris lutescens Lam.
2892,47091,Oleaceae,Jasminum,Jasminum fruticans L.
2893,47093,Geraniaceae,Geranium,Geranium nodosum L.
2894,47109,Geraniaceae,Geranium,Geranium sylvaticum L.
2895,47131,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2896,47138,Iridaceae,Iris,Iris lutescens Lam.
2897,47142,Rosaceae,Rosa,Rosa pendulina L.
2898,47167,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2899,47223,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2900,47234,Campanulaceae,Campanula,Campanula rapunculus L.
2901,47280,Geraniaceae,Geranium,Geranium pratense L.
2902,47292,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2903,47324,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2904,47338,Campanulaceae,Campanula,Campanula persicifolia L.
2905,4734,Rosaceae,Rosa,Rosa canina L.
2906,47344,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2907,47346,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2908,47364,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
2909,47366,Geraniaceae,Geranium,Geranium rotundifolium L.
2910,47452,Geraniaceae,Geranium,Geranium columbinum L.
2911,47456,Oleaceae,Jasminum,Jasminum fruticans L.
2912,47489,Campanulaceae,Campanula,Campanula medium L.
2913,47503,Rosaceae,Rosa,Rosa canina L.
2914,47513,Liliaceae,Tulipa,Tulipa sylvestris L.
2915,47524,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2916,4753,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
2917,47530,Orchidaceae,Ophrys,Ophrys passionis Sennen
2918,47544,Campanulaceae,Campanula,Campanula patula L.
2919,47553,Geraniaceae,Geranium,Geranium sylvaticum L.
2920,47573,Geraniaceae,Geranium,Geranium dissectum L.
2921,47597,Geraniaceae,Geranium,Geranium sanguineum L.
2922,47605,Geraniaceae,Geranium,Geranium molle L.
2923,47611,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
2924,47619,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2925,47622,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2926,47629,Geraniaceae,Geranium,Geranium sylvaticum L.
2927,47648,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2928,47653,Geraniaceae,Geranium,Geranium molle L.
2929,47658,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2930,47665,Campanulaceae,Campanula,Campanula medium L.
2931,47669,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2932,47674,Campanulaceae,Campanula,Campanula glomerata L.
2933,47678,Geraniaceae,Geranium,Geranium sylvaticum L.
2934,47685,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2935,47692,Geraniaceae,Geranium,Geranium robertianum L.
2936,47708,Iridaceae,Iris,Iris foetidissima L.
2937,47753,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2938,47777,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2939,47783,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2940,47786,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2941,4779,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
2942,47842,Campanulaceae,Campanula,Campanula trachelium L.
2943,47852,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2944,47894,Geraniaceae,Geranium,Geranium robertianum L.
2945,47896,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2946,47928,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2947,47944,Rosaceae,Rosa,Rosa spinosissima L.
2948,47947,Lamiaceae,Lavandula,Lavandula stoechas L.
2949,48000,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2950,48012,Campanulaceae,Campanula,Campanula latifolia L.
2951,48021,Campanulaceae,Campanula,Campanula glomerata L.
2952,48028,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
2953,48035,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2954,48056,Scrophulariaceae,Verbascum,Verbascum thapsus L.
2955,48084,Geraniaceae,Geranium,Geranium dissectum L.
2956,48161,Orchidaceae,Ophrys,Ophrys aranifera Huds.
2957,48162,Geraniaceae,Geranium,Geranium rotundifolium L.
2958,48184,Rosaceae,Rosa,Rosa canina L.
2959,48195,Campanulaceae,Campanula,Campanula trachelium L.
2960,48208,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2961,4822,Amaryllidaceae,Galanthus,Galanthus nivalis L.
2962,48255,Geraniaceae,Geranium,Geranium molle L.
2963,48268,Orchidaceae,Ophrys,Ophrys apifera Huds.
2964,48285,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2965,48296,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
2966,48335,Campanulaceae,Campanula,Campanula rotundifolia L.
2967,48393,Rosaceae,Rosa,Rosa spinosissima L.
2968,4842,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2969,48423,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2970,48533,Geraniaceae,Geranium,Geranium nodosum L.
2971,48545,Orchidaceae,Ophrys,Ophrys passionis Sennen
2972,48560,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
2973,48580,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2974,4859,Geraniaceae,Geranium,Geranium sanguineum L.
2975,48632,Orchidaceae,Ophrys,Ophrys insectifera L.
2976,48645,Rosaceae,Crataegus,Crataegus monogyna Jacq.
2977,4865,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.
2978,48685,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2979,48715,Campanulaceae,Campanula,Campanula rhomboidalis L.
2980,48731,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
2981,48773,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
2982,48777,Liliaceae,Tulipa,Tulipa sylvestris L.
2983,48781,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
2984,48795,Orchidaceae,Ophrys,Ophrys virescens Philippe
2985,48801,Orchidaceae,Ophrys,Ophrys apifera Huds.
2986,48814,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2987,48863,Campanulaceae,Campanula,Campanula rotundifolia L.
2988,48900,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2989,48930,Iridaceae,Iris,Iris pseudacorus L.
2990,4894,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
2991,48968,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
2992,48982,Orchidaceae,Ophrys,Ophrys scolopax Cav.
2993,48997,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2994,49029,Geraniaceae,Geranium,Geranium robertianum L.
2995,49050,Orchidaceae,Ophrys,Ophrys insectifera L.
2996,4906,Orchidaceae,Ophrys,Ophrys passionis Sennen
2997,4911,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
2998,49134,Rosaceae,Crataegus,Crataegus azarolus L.
2999,49140,Campanulaceae,Campanula,Campanula trachelium L.
3000,49145,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
3001,49189,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3002,4919,Orchidaceae,Ophrys,Ophrys lutea Cav.
3003,49197,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
3004,49199,Orchidaceae,Ophrys,Ophrys scolopax Cav.
3005,49207,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3006,49269,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
3007,49280,Campanulaceae,Campanula,Campanula glomerata L.
3008,49299,Campanulaceae,Campanula,Campanula glomerata L.
3009,49321,Orchidaceae,Ophrys,Ophrys lutea Cav.
3010,49332,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
3011,49365,Geraniaceae,Geranium,Geranium sylvaticum L.
3012,4938,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3013,49382,Orchidaceae,Ophrys,Ophrys scolopax Cav.
3014,49395,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3015,49510,Iridaceae,Iris,Iris lutescens Lam.
3016,49520,Scrophulariaceae,Verbascum,Verbascum nigrum L.
3017,49521,Geraniaceae,Geranium,Geranium robertianum L.
3018,49546,Liliaceae,Tulipa,Tulipa sylvestris L.
3019,49558,Campanulaceae,Campanula,Campanula trachelium L.
3020,49560,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
3021,49562,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
3022,49591,Liliaceae,Tulipa,Tulipa sylvestris L.
3023,49592,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
3024,49613,Scrophulariaceae,Verbascum,Verbascum blattaria L.
3025,49648,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
3026,49650,Geraniaceae,Geranium,Geranium phaeum L.
3027,49651,Campanulaceae,Campanula,Campanula trachelium L.
3028,49655,Geraniaceae,Geranium,Geranium nodosum L.
3029,49670,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3030,49692,Rosaceae,Rosa,Rosa pendulina L.
3031,49703,Campanulaceae,Campanula,Campanula rotundifolia L.
3032,49721,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
3033,49737,Geraniaceae,Geranium,Geranium sanguineum L.
3034,49767,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
3035,49788,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3036,4979,Geraniaceae,Geranium,Geranium sylvaticum L.
3037,49819,Iridaceae,Iris,Iris lutescens Lam.
3038,49822,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3039,49846,Orchidaceae,Ophrys,Ophrys virescens Philippe
3040,49874,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
3041,49884,Campanulaceae,Campanula,Campanula rapunculus L.
3042,49909,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
3043,49913,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3044,49914,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
3045,49916,Orchidaceae,Ophrys,Ophrys apifera Huds.
3046,49917,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
3047,49926,Rosaceae,Crataegus,Crataegus azarolus L.
3048,49942,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3049,5000,Rosaceae,Rosa,Rosa canina L.
3050,5001,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
3051,50040,Geraniaceae,Geranium,Geranium molle L.
3052,50069,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3053,50105,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3054,50112,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3055,50132,Campanulaceae,Campanula,Campanula trachelium L.
3056,50152,Geraniaceae,Geranium,Geranium sanguineum L.
3057,5016,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
3058,50176,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3059,50178,Rosaceae,Rosa,Rosa canina L.
3060,50211,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
3061,50213,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3062,50222,Amaryllidaceae,Galanthus,Galanthus nivalis L.
3063,50231,Campanulaceae,Campanula,Campanula glomerata L.
3064,50242,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
3065,50250,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
3066,50270,Orchidaceae,Ophrys,Ophrys bertolonii Moretti
3067,50277,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
3068,50288,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
3069,50292,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3070,50304,Geraniaceae,Geranium,Geranium molle L.
3071,50329,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
3072,50356,Rosaceae,Rosa,Rosa agrestis Savi
3073,50410,Orchidaceae,Ophrys,Ophrys apifera Huds.
3074,50435,Geraniaceae,Geranium,Geranium pusillum L.
3075,50448,Campanulaceae,Campanula,Campanula rotundifolia L.
3076,50467,Geraniaceae,Geranium,Geranium robertianum L.
3077,50472,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
3078,50473,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3079,50474,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
3080,50475,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3081,50502,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
3082,50532,Oleaceae,Jasminum,Jasminum fruticans L.
3083,5055,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
3084,50591,Rosaceae,Rosa,Rosa pendulina L.
3085,50602,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3086,50603,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
3087,50611,Geraniaceae,Geranium,Geranium molle L.
3088,50642,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
3089,50654,Geraniaceae,Geranium,Geranium pusillum L.
3090,50656,Amaryllidaceae,Narcissus,Narcissus tazetta L.
3091,50670,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
3092,50671,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
3093,50690,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
3094,50768,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
3095,50770,Iridaceae,Iris,Iris lutescens Lam.
3096,50794,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3097,50841,Orchidaceae,Ophrys,Ophrys scolopax Cav.
3098,50873,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
3099,50876,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3100,50881,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
3101,50893,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
3102,5090,Scrophulariaceae,Verbascum,Verbascum blattaria L.
3103,50929,Geraniaceae,Geranium,Geranium sanguineum L.
3104,5096,Iridaceae,Iris,Iris lutescens Lam.
3105,50961,Orchidaceae,Ophrys,Ophrys speculum Link
3106,50970,Campanulaceae,Campanula,Campanula persicifolia L.
3107,50974,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3108,50976,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3109,50987,Iridaceae,Iris,Iris lutescens Lam.
3110,50990,Campanulaceae,Campanula,Campanula persicifolia L.
3111,50992,Geraniaceae,Geranium,Geranium dissectum L.
3112,50999,Geraniaceae,Geranium,Geranium molle L.
3113,51008,Lamiaceae,Lavandula,Lavandula stoechas L.
3114,51020,Liliaceae,Tulipa,Tulipa sylvestris L.
3115,51041,Orchidaceae,Ophrys,Ophrys scolopax Cav.
3116,51042,Geraniaceae,Geranium,Geranium columbinum L.
3117,51055,Orchidaceae,Ophrys,Ophrys aranifera Huds.
3118,51058,Geraniaceae,Geranium,Geranium columbinum L.
3119,51091,Orchidaceae,Ophrys,Ophrys passionis Sennen
3120,51104,Geraniaceae,Geranium,Geranium molle L.
3121,51142,Scrophulariaceae,Verbascum,Verbascum thapsus L.
3122,51156,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
3123,5116,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
3124,51183,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3125,512,Campanulaceae,Campanula,Campanula rotundifolia L.
3126,51209,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
3127,51241,Scrophulariaceae,Verbascum,Verbascum nigrum L.
3128,51254,Iridaceae,Iris,Iris lutescens Lam.
3129,51266,Scrophulariaceae,Verbascum,Verbascum nigrum L.
3130,51295,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3131,51331,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
3132,51332,Amaryllidaceae,Galanthus,Galanthus nivalis L.
3133,51334,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3134,51351,Rosaceae,Rosa,Rosa canina L.
3135,51356,Campanulaceae,Campanula,Campanula rapunculus L.
3136,51391,Liliaceae,Tulipa,Tulipa sylvestris L.
3137,51407,Geraniaceae,Geranium,Geranium columbinum L.
3138,51425,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3139,51467,Campanulaceae,Campanula,Campanula trachelium L.
3140,5147,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3141,51472,Geraniaceae,Geranium,Geranium molle L.
3142,51474,Orchidaceae,Ophrys,Ophrys scolopax Cav.
3143,51475,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3144,51483,Lamiaceae,Lavandula,Lavandula stoechas L.
3145,51563,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
3146,51579,Campanulaceae,Campanula,Campanula rapunculus L.
3147,51607,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3148,51625,Geraniaceae,Geranium,Geranium nodosum L.
3149,51650,Rosaceae,Crataegus,Crataegus azarolus L.
3150,5166,Rosaceae,Crataegus,Crataegus monogyna Jacq.
3151,51669,Scrophulariaceae,Verbascum,Verbascum nigrum L.
3152,51737,Geraniaceae,Geranium,Geranium phaeum L.
3153,51746,Orchidaceae,Ophrys,Ophrys insectifera L.
3154,51755,Geraniaceae,Geranium,Geranium nodosum L.
3155,51763,Rosaceae,Crataegus,Crataegus azarolus L.
3156,51785,Campanulaceae,Campanula,Campanula persicifolia L.
3157,5179,Geraniaceae,Geranium,Geranium robertianum L.
3158,51790,Campanulaceae,Campanula,Campanula glomerata L.
3159,51800,Geraniaceae,Geranium,Geranium robertianum L.
